"","genes","p.value","FDR","perc_enrich","size","MaxZscore","DAM"
"ATP9A","ATP9A",1,1,0.0320855614973262,2618,2.9267275068443,"HMDB0009116, HMDB0009117, HMDB0009148, HMDB0009181, HMDB0009345, HMDB0009378, HMDB0011350, HMDB0011351, HMDB0011377, HMDB0011378, HMDB0011409, HMDB0011442, HMDB0008851, HMDB0008949, HMDB0011158, HMDB0011368, HMDB0008984, HMDB0008985, HMDB0009114, HMDB0011343, HMDB0011405, HMDB0011438, HMDB0009116, HMDB0009117, HMDB0009148, HMDB0009181, HMDB0009345, HMDB0009378, HMDB0011350, HMDB0011351, HMDB0011377, HMDB0011378, HMDB0011409, HMDB0011442, HMDB0007937, HMDB0008033, HMDB0008841, HMDB0008932, HMDB0008991, HMDB0009220, HMDB0009481, HMDB0007956, HMDB0007957, HMDB0008658, HMDB0008691, HMDB0009010, HMDB0009011, HMDB0009042, HMDB0009075, HMDB0009140, HMDB0009173, HMDB0009205, HMDB0009236, HMDB0009267, HMDB0009268, HMDB0009298, HMDB0009299, HMDB0009330, HMDB0009363, HMDB0009395, HMDB0009428, HMDB0009460, HMDB0009525, HMDB0009556, HMDB0009557, HMDB0009586, HMDB0009587, HMDB0009618, HMDB0009651, HMDB0009605, HMDB0009637, HMDB0009638, HMDB0009670, HMDB0009671, HMDB0009702, HMDB0007889, HMDB0007982, HMDB0007983, HMDB0008013, HMDB0008014, HMDB0008042, HMDB0008073, HMDB0008074, HMDB0008106, HMDB0008107, HMDB0008138, HMDB0008169, HMDB0008170, HMDB0008202, HMDB0008203, HMDB0008234, HMDB0008365, HMDB0008398, HMDB0008429, HMDB0008462, HMDB0008623"
"CAMK1D","CAMK1D",1,1,0,3,0,""
"ACVRL1","ACVRL1",1,1,0,4,0,""
"ALK","ALK",1,1,0,2,0,""
"ATP1B2","ATP1B2",1,1,0,7,0,""
"BMPR1B","BMPR1B",1,1,0,4,0,""
"ATP2B2","ATP2B2",1,1,0,6,0,""
"RPS6KA4","RPS6KA4",1,1,0,4,0,""
"ATP1B1","ATP1B1",1,1,0,7,0,""
"YES1","YES1",1,1,0,3,0,""
"ATM","ATM",1,1,0,2,0,""
"DYRK1B","DYRK1B",1,1,0,2,0,""
"FGFR4","FGFR4",1,1,0,2,0,""
"MKNK2","MKNK2",1,1,0,3,0,""
"PIK3CA","PIK3CA",1,1,0,382,0,""
"TGFBR2","TGFBR2",1,1,0,5,0,""
"BMX","BMX",1,1,0,2,0,""
"ATP10D","ATP10D",1,1,0.0320855614973262,2618,2.9267275068443,"HMDB0009116, HMDB0009117, HMDB0009148, HMDB0009181, HMDB0009345, HMDB0009378, HMDB0011350, HMDB0011351, HMDB0011377, HMDB0011378, HMDB0011409, HMDB0011442, HMDB0008851, HMDB0008949, HMDB0011158, HMDB0011368, HMDB0008984, HMDB0008985, HMDB0009114, HMDB0011343, HMDB0011405, HMDB0011438, HMDB0009116, HMDB0009117, HMDB0009148, HMDB0009181, HMDB0009345, HMDB0009378, HMDB0011350, HMDB0011351, HMDB0011377, HMDB0011378, HMDB0011409, HMDB0011442, HMDB0007937, HMDB0008033, HMDB0008841, HMDB0008932, HMDB0008991, HMDB0009220, HMDB0009481, HMDB0007956, HMDB0007957, HMDB0008658, HMDB0008691, HMDB0009010, HMDB0009011, HMDB0009042, HMDB0009075, HMDB0009140, HMDB0009173, HMDB0009205, HMDB0009236, HMDB0009267, HMDB0009268, HMDB0009298, HMDB0009299, HMDB0009330, HMDB0009363, HMDB0009395, HMDB0009428, HMDB0009460, HMDB0009525, HMDB0009556, HMDB0009557, HMDB0009586, HMDB0009587, HMDB0009618, HMDB0009651, HMDB0009605, HMDB0009637, HMDB0009638, HMDB0009670, HMDB0009671, HMDB0009702, HMDB0007889, HMDB0007982, HMDB0007983, HMDB0008013, HMDB0008014, HMDB0008042, HMDB0008073, HMDB0008074, HMDB0008106, HMDB0008107, HMDB0008138, HMDB0008169, HMDB0008170, HMDB0008202, HMDB0008203, HMDB0008234, HMDB0008365, HMDB0008398, HMDB0008429, HMDB0008462, HMDB0008623"
"PIM3","PIM3",1,1,0,2,0,""
"HUNK","HUNK",1,1,0,2,0,""
"STK38L","STK38L",1,1,0,4,0,""
"MARK4","MARK4",1,1,0,2,0,""
"TRPM6","TRPM6",1,1,0,3,0,""
"INSRR","INSRR",1,1,0,2,0,""
"EPHA2","EPHA2",1,1,0,3,0,""
"ATP8A2","ATP8A2",1,1,0.0321346595256312,2614,2.9267275068443,"HMDB0009116, HMDB0009117, HMDB0009148, HMDB0009181, HMDB0009345, HMDB0009378, HMDB0011350, HMDB0011351, HMDB0011377, HMDB0011378, HMDB0011409, HMDB0011442, HMDB0008851, HMDB0008949, HMDB0011158, HMDB0011368, HMDB0008984, HMDB0008985, HMDB0009114, HMDB0011343, HMDB0011405, HMDB0011438, HMDB0009116, HMDB0009117, HMDB0009148, HMDB0009181, HMDB0009345, HMDB0009378, HMDB0011350, HMDB0011351, HMDB0011377, HMDB0011378, HMDB0011409, HMDB0011442, HMDB0007937, HMDB0008033, HMDB0008841, HMDB0008932, HMDB0008991, HMDB0009220, HMDB0009481, HMDB0007956, HMDB0007957, HMDB0008658, HMDB0008691, HMDB0009010, HMDB0009011, HMDB0009042, HMDB0009075, HMDB0009140, HMDB0009173, HMDB0009205, HMDB0009236, HMDB0009267, HMDB0009268, HMDB0009298, HMDB0009299, HMDB0009330, HMDB0009363, HMDB0009395, HMDB0009428, HMDB0009460, HMDB0009525, HMDB0009556, HMDB0009557, HMDB0009586, HMDB0009587, HMDB0009618, HMDB0009651, HMDB0009605, HMDB0009637, HMDB0009638, HMDB0009670, HMDB0009671, HMDB0009702, HMDB0007889, HMDB0007982, HMDB0007983, HMDB0008013, HMDB0008014, HMDB0008042, HMDB0008073, HMDB0008074, HMDB0008106, HMDB0008107, HMDB0008138, HMDB0008169, HMDB0008170, HMDB0008202, HMDB0008203, HMDB0008234, HMDB0008365, HMDB0008398, HMDB0008429, HMDB0008462, HMDB0008623"
"CHEK2","CHEK2",1,1,0,3,0,""
"ATP2C2","ATP2C2",1,1,0,2,0,""
"PIK3C2B","PIK3C2B",1,1,0,5,0,""
"PAK6","PAK6",1,1,0,1,0,""
"CLK1","CLK1",1,1,0,2,0,""
"ATP2A3","ATP2A3",1,1,0,6,0,""
"HCK","HCK",1,1,0,2,0,""
"ATP6V1C1","ATP6V1C1",1,1,0,5,0,""
"SGK1","SGK1",1,1,0,6,0,""
"DAPK1","DAPK1",1,1,0,2,0,""
"HIPK3","HIPK3",1,1,0,2,0,""
"ADRBK1","ADRBK1",1,1,0,3,0,""
"MAPK3","MAPK3",1,1,0,7,0,""
"NEK6","NEK6",1,1,0,3,0,""
"DDR2","DDR2",1,1,0,2,0,""
"STK10","STK10",1,1,0,2,0,""
"PAK4","PAK4",1,1,0,3,0,""
"CDK13","CDK13",1,1,0,2,0,""
"NUAK1","NUAK1",1,1,0,3,0,""
"VRK1","VRK1",1,1,0,2,0,""
"PIM1","PIM1",1,1,0,4,0,""
"KDR","KDR",1,1,0,4,0,""
"ATP6V1G2","ATP6V1G2",1,1,0,4,0,""
"ATP5O","ATP5O",1,1,0,4,0,""
"PIKFYVE","PIKFYVE",1,1,0,3,0,""
"BRSK2","BRSK2",1,1,0,3,0,""
"MARK1","MARK1",1,1,0,3,0,""
"PIM2","PIM2",1,1,0,2,0,""
"NEK3","NEK3",1,1,0,3,0,""
"PTK2","PTK2",1,1,0,12,0,""
"ATP5J","ATP5J",1,1,0,4,0,""
"RPS6KA1","RPS6KA1",1,1,0,3,0,""
"PNKP","PNKP",1,1,0,5,0,""
"STK35","STK35",1,1,0,2,0,""
"IPMK","IPMK",1,1,0,5,0,""
"PRPF4B","PRPF4B",1,1,0,2,0,""
"TGFBR1","TGFBR1",1,1,0,4,0,""
"PLK4","PLK4",1,1,0,2,0,""
"PNPT1","PNPT1",1,1,0,7,0,""
"TNK1","TNK1",1,1,0,2,0,""
"ADRBK2","ADRBK2",1,1,0,3,0,""
"CDK12","CDK12",1,1,0,2,0,""
"ATP6V1B1","ATP6V1B1",1,1,0,5,0,""
"CAMK1G","CAMK1G",1,1,0,3,0,""
"EPHB4","EPHB4",1,1,0,2,0,""
"TSSK2","TSSK2",1,1,0,3,0,""
"COL4A3BP","COL4A3BP",1,1,0,109,0,""
"CLK2","CLK2",1,1,0,2,0,""
"NEK9","NEK9",1,1,0,5,0,""
"ATP12A","ATP12A",1,1,0,6,0,""
"IKBKB","IKBKB",1,1,0,7,0,""
"MAPK9","MAPK9",1,1,0,3,0,""
"FGFR2","FGFR2",1,1,0,3,0,""
"ATP6V0A4","ATP6V0A4",1,1,0,5,0,""
"ATR","ATR",1,1,0,3,0,""
"JAK1","JAK1",1,1,0,2,0,""
"ATP1B4","ATP1B4",0.0567010309278351,1,0.125,8,2.17707057697283,"HMDB0001922"
"CSF1R","CSF1R",1,1,0,4,0,""
"MT-ATP8","MT-ATP8",1,1,0,4,0,""
"CAMKK1","CAMKK1",1,1,0,3,0,""
"AURKA","AURKA",1,1,0,2,0,""
"MOS","MOS",1,1,0,2,0,""
"AKT2","AKT2",1,1,0,2,0,""
"DYRK2","DYRK2",1,1,0,4,0,""
"CAMK1","CAMK1",1,1,0,3,0,""
"FYN","FYN",1,1,0,5,0,""
"VRK2","VRK2",1,1,0,2,0,""
"PRKDC","PRKDC",1,1,0,2,0,""
"WNK4","WNK4",1,1,0,4,0,""
"EPHA7","EPHA7",1,1,0,2,0,""
"MAPK13","MAPK13",1,1,0,3,0,""
"ABL2","ABL2",1,1,0,5,0,""
"ULK1","ULK1",1,1,0,2,0,""
"MERTK","MERTK",1,1,0,2,0,""
"PLK3","PLK3",1,1,0,3,0,""
"MAP3K7","MAP3K7",1,1,0,3,0,""
"MAPK11","MAPK11",1,1,0,3,0,""
"CIT","CIT",1,1,0.00078064012490242,1281,2.50718854956572,"HMDB0056293"
"ATP5I","ATP5I",1,1,0,4,0,""
"SGK2","SGK2",1,1,0,2,0,""
"NEK2","NEK2",1,1,0,3,0,""
"TP53RK","TP53RK",1,1,0,2,0,""
"ATP6V1A","ATP6V1A",1,1,0,6,0,""
"ATP5C1","ATP5C1",1,1,0,4,0,""
"MAK","MAK",1,1,0,2,0,""
"EPHA1","EPHA1",1,1,0,2,0,""
"CAMKK2","CAMKK2",1,1,0,3,0,""
"ATP2B4","ATP2B4",1,1,0,6,0,""
"ATP6V0D1","ATP6V0D1",1,1,0,4,0,""
"TNK2","TNK2",1,1,0,3,0,""
"PRKACA","PRKACA",1,1,0,4,0,""
"TSSK4","TSSK4",1,1,0,3,0,""
"PIP4K2B","PIP4K2B",1,1,0,3,0,""
"PDGFRA","PDGFRA",1,1,0,4,0,""
"LCK","LCK",1,1,0,4,0,""
"JAK3","JAK3",1,1,0,2,0,""
"ATP8A1","ATP8A1",1,1,0.030623405030988,2743,2.9267275068443,"HMDB0009116, HMDB0009117, HMDB0009148, HMDB0009181, HMDB0009345, HMDB0009378, HMDB0011350, HMDB0011351, HMDB0011377, HMDB0011378, HMDB0011409, HMDB0011442, HMDB0008851, HMDB0008949, HMDB0011158, HMDB0011368, HMDB0008984, HMDB0008985, HMDB0009114, HMDB0011343, HMDB0011405, HMDB0011438, HMDB0009116, HMDB0009117, HMDB0009148, HMDB0009181, HMDB0009345, HMDB0009378, HMDB0011350, HMDB0011351, HMDB0011377, HMDB0011378, HMDB0011409, HMDB0011442, HMDB0007937, HMDB0008033, HMDB0008841, HMDB0008932, HMDB0008991, HMDB0009220, HMDB0009481, HMDB0007956, HMDB0007957, HMDB0008658, HMDB0008691, HMDB0009010, HMDB0009011, HMDB0009042, HMDB0009075, HMDB0009140, HMDB0009173, HMDB0009205, HMDB0009236, HMDB0009267, HMDB0009268, HMDB0009298, HMDB0009299, HMDB0009330, HMDB0009363, HMDB0009395, HMDB0009428, HMDB0009460, HMDB0009525, HMDB0009556, HMDB0009557, HMDB0009586, HMDB0009587, HMDB0009618, HMDB0009651, HMDB0009605, HMDB0009637, HMDB0009638, HMDB0009670, HMDB0009671, HMDB0009702, HMDB0007889, HMDB0007982, HMDB0007983, HMDB0008013, HMDB0008014, HMDB0008042, HMDB0008073, HMDB0008074, HMDB0008106, HMDB0008107, HMDB0008138, HMDB0008169, HMDB0008170, HMDB0008202, HMDB0008203, HMDB0008234, HMDB0008365, HMDB0008398, HMDB0008429, HMDB0008462, HMDB0008623"
"CDK9","CDK9",1,1,0,2,0,""
"MUSK","MUSK",1,1,0,2,0,""
"FGFR3","FGFR3",1,1,0,2,0,""
"AKT3","AKT3",1,1,0,2,0,""
"CDK1","CDK1",1,1,0,1,0,""
"MAP2K4","MAP2K4",1,1,0,2,0,""
"EPHA3","EPHA3",1,1,0,2,0,""
"DCLK1","DCLK1",1,1,0,1,0,""
"TEC","TEC",1,1,0,2,0,""
"MAP3K10","MAP3K10",1,1,0,3,0,""
"PRKCB","PRKCB",1,1,0.00078003120124805,1282,2.50718854956572,"HMDB0056293"
"STK24","STK24",1,1,0,3,0,""
"PRKCZ","PRKCZ",1,1,0.00078064012490242,1281,2.50718854956572,"HMDB0056293"
"TYK2","TYK2",1,1,0,2,0,""
"ERBB4","ERBB4",1,1,0,2,0,""
"RPS6KA6","RPS6KA6",1,1,0,3,0,""
"PKMYT1","PKMYT1",1,1,0,2,0,""
"GALK1","GALK1",1,1,0,5,0,""
"CDK15","CDK15",1,1,0,1,0,""
"CAMK4","CAMK4",1,1,0,3,0,""
"ATP2A1","ATP2A1",1,1,0,2,0,""
"CDK2","CDK2",1,1,0,1,0,""
"GSK3A","GSK3A",1,1,0,2,0,""
"AKT1","AKT1",1,1,0,4,0,""
"MAP3K12","MAP3K12",1,1,0,3,0,""
"ATP1A1","ATP1A1",1,1,0,22,0,""
"CDK7","CDK7",1,1,0,2,0,""
"FGR","FGR",1,1,0,2,0,""
"PIK3CG","PIK3CG",1,1,0,382,0,""
"MAP4K2","MAP4K2",1,1,0,3,0,""
"ATP2C1","ATP2C1",1,1,0,12,0,""
"PHKG2","PHKG2",1,1,0,2,0,""
"CDK5","CDK5",1,1,0,3,0,""
"PRKY","PRKY",1,1,0,3,0,""
"PAK3","PAK3",1,1,0,2,0,""
"ATP6V1B2","ATP6V1B2",1,1,0,4,0,""
"ABL1","ABL1",1,1,0,7,0,""
"CDK4","CDK4",1,1,0,2,0,""
"HIPK1","HIPK1",1,1,0,11,0,""
"CERK","CERK",1,1,0,38,0,""
"LATS2","LATS2",1,1,0,3,0,""
"ACVR1B","ACVR1B",1,1,0,4,0,""
"MTHFS","MTHFS",1,1,0,9,0,""
"PI4KA","PI4KA",1,1,0,3,0,""
"TSSK3","TSSK3",1,1,0,3,0,""
"RIOK1","RIOK1",1,1,0,2,0,""
"PRKACB","PRKACB",1,1,0,4,0,""
"ATP1A3","ATP1A3",1,1,0,7,0,""
"MYLK","MYLK",1,1,0,4,0,""
"GRK1","GRK1",1,1,0,3,0,""
"ATP5F1","ATP5F1",0.0567010309278351,1,0.2,5,2.17707057697283,"HMDB0001922"
"BTK","BTK",1,1,0,2,0,""
"AURKB","AURKB",1,1,0,4,0,""
"STK16","STK16",1,1,0,2,0,""
"NSF","NSF",1,1,0,6,0,""
"PTK2B","PTK2B",1,1,0,15,0,""
"RPS6KB1","RPS6KB1",1,1,0,2,0,""
"MAP4K5","MAP4K5",1,1,0,3,0,""
"EPHA4","EPHA4",1,1,0,2,0,""
"PDPK1","PDPK1",1,1,0,4,0,""
"STK39","STK39",1,1,0,2,0,""
"NEK7","NEK7",1,1,0,3,0,""
"CSNK2A1","CSNK2A1",1,1,0,2,0,""
"PLK2","PLK2",1,1,0,2,0,""
"PDGFRB","PDGFRB",1,1,0,6,0,""
"PRKCI","PRKCI",1,1,0.00078064012490242,1281,2.50718854956572,"HMDB0056293"
"STK25","STK25",1,1,0,1,0,""
"BLK","BLK",1,1,0,2,0,""
"TLK2","TLK2",1,1,0,3,0,""
"CDKL1","CDKL1",1,1,0,2,0,""
"RPS6KA3","RPS6KA3",1,1,0,3,0,""
"ATP4B","ATP4B",1,1,0,6,0,""
"MAP3K4","MAP3K4",1,1,0,3,0,""
"TIE1","TIE1",1,1,0,2,0,""
"ATP5A1","ATP5A1",1,1,0,4,0,""
"MAST2","MAST2",1,1,0,3,0,""
"FGFR1","FGFR1",0.0567010309278351,1,0.5,2,2.29048103374973,"HMDB0000158"
"BUB1B","BUB1B",1,1,0,2,0,""
"ATP9B","ATP9B",1,1,0,4,0,""
"RYK","RYK",1,1,0,2,0,""
"STK3","STK3",1,1,0,1,0,""
"ROCK1","ROCK1",1,1,0.00078064012490242,1281,2.50718854956572,"HMDB0056293"
"EGFR","EGFR",0.00927474722261418,0.415082949471093,0.25,8,2.69221902277788,"HMDB0000158, HMDB0014426"
"PAK2","PAK2",1,1,0,1,0,""
"SYK","SYK",1,1,0,1,0,""
"ATP4A","ATP4A",1.02950887825871e-05,0.00147850399895648,0.166666666666667,12,2.50229919002532,"HMDB0001913, HMDB0014874, HMDB0001913, HMDB0014874"
"ILK","ILK",1,1,0,2,0,""
"BMPR2","BMPR2",1,1,0,4,0,""
"FLT1","FLT1",1,1,0,3,0,""
"ATP8B4","ATP8B4",1,1,0.0320855614973262,2618,2.9267275068443,"HMDB0009116, HMDB0009117, HMDB0009148, HMDB0009181, HMDB0009345, HMDB0009378, HMDB0011350, HMDB0011351, HMDB0011377, HMDB0011378, HMDB0011409, HMDB0011442, HMDB0008851, HMDB0008949, HMDB0011158, HMDB0011368, HMDB0008984, HMDB0008985, HMDB0009114, HMDB0011343, HMDB0011405, HMDB0011438, HMDB0009116, HMDB0009117, HMDB0009148, HMDB0009181, HMDB0009345, HMDB0009378, HMDB0011350, HMDB0011351, HMDB0011377, HMDB0011378, HMDB0011409, HMDB0011442, HMDB0007937, HMDB0008033, HMDB0008841, HMDB0008932, HMDB0008991, HMDB0009220, HMDB0009481, HMDB0007956, HMDB0007957, HMDB0008658, HMDB0008691, HMDB0009010, HMDB0009011, HMDB0009042, HMDB0009075, HMDB0009140, HMDB0009173, HMDB0009205, HMDB0009236, HMDB0009267, HMDB0009268, HMDB0009298, HMDB0009299, HMDB0009330, HMDB0009363, HMDB0009395, HMDB0009428, HMDB0009460, HMDB0009525, HMDB0009556, HMDB0009557, HMDB0009586, HMDB0009587, HMDB0009618, HMDB0009651, HMDB0009605, HMDB0009637, HMDB0009638, HMDB0009670, HMDB0009671, HMDB0009702, HMDB0007889, HMDB0007982, HMDB0007983, HMDB0008013, HMDB0008014, HMDB0008042, HMDB0008073, HMDB0008074, HMDB0008106, HMDB0008107, HMDB0008138, HMDB0008169, HMDB0008170, HMDB0008202, HMDB0008203, HMDB0008234, HMDB0008365, HMDB0008398, HMDB0008429, HMDB0008462, HMDB0008623"
"ENTPD2","ENTPD2",1,1,0,8,0,""
"ATP5B","ATP5B",1,1,0,1,0,""
"IRAK4","IRAK4",1,1,0,3,0,""
"STK19","STK19",1,1,0,1,0,""
"TLK1","TLK1",1,1,0,1,0,""
"CAMK2D","CAMK2D",1,1,0,3,0,""
"ATP2A2","ATP2A2",1,1,0,2,0,""
"PRKD1","PRKD1",1,1,0.00078003120124805,1282,2.50718854956572,"HMDB0056293"
"ERBB2","ERBB2",1,1,0,3,0,""
"CHEK1","CHEK1",1,1,0,2,0,""
"CSNK2A2","CSNK2A2",1,1,0,2,0,""
"BRSK1","BRSK1",1,1,0,4,0,""
"FRK","FRK",1,1,0,2,0,""
"PRKCG","PRKCG",1,1,0.00078064012490242,1281,2.50718854956572,"HMDB0056293"
"ROS1","ROS1",1,1,0,2,0,""
"ATP6V0C","ATP6V0C",1,1,0,4,0,""
"MKNK1","MKNK1",1,1,0,3,0,""
"MAPK4","MAPK4",1,1,0,3,0,""
"CDK19","CDK19",1,1,0,2,0,""
"ATP11B","ATP11B",1,1,0.0320855614973262,2618,2.9267275068443,"HMDB0009116, HMDB0009117, HMDB0009148, HMDB0009181, HMDB0009345, HMDB0009378, HMDB0011350, HMDB0011351, HMDB0011377, HMDB0011378, HMDB0011409, HMDB0011442, HMDB0008851, HMDB0008949, HMDB0011158, HMDB0011368, HMDB0008984, HMDB0008985, HMDB0009114, HMDB0011343, HMDB0011405, HMDB0011438, HMDB0009116, HMDB0009117, HMDB0009148, HMDB0009181, HMDB0009345, HMDB0009378, HMDB0011350, HMDB0011351, HMDB0011377, HMDB0011378, HMDB0011409, HMDB0011442, HMDB0007937, HMDB0008033, HMDB0008841, HMDB0008932, HMDB0008991, HMDB0009220, HMDB0009481, HMDB0007956, HMDB0007957, HMDB0008658, HMDB0008691, HMDB0009010, HMDB0009011, HMDB0009042, HMDB0009075, HMDB0009140, HMDB0009173, HMDB0009205, HMDB0009236, HMDB0009267, HMDB0009268, HMDB0009298, HMDB0009299, HMDB0009330, HMDB0009363, HMDB0009395, HMDB0009428, HMDB0009460, HMDB0009525, HMDB0009556, HMDB0009557, HMDB0009586, HMDB0009587, HMDB0009618, HMDB0009651, HMDB0009605, HMDB0009637, HMDB0009638, HMDB0009670, HMDB0009671, HMDB0009702, HMDB0007889, HMDB0007982, HMDB0007983, HMDB0008013, HMDB0008014, HMDB0008042, HMDB0008073, HMDB0008074, HMDB0008106, HMDB0008107, HMDB0008138, HMDB0008169, HMDB0008170, HMDB0008202, HMDB0008203, HMDB0008234, HMDB0008365, HMDB0008398, HMDB0008429, HMDB0008462, HMDB0008623"
"ATP6V0E1","ATP6V0E1",1,1,0,4,0,""
"ITK","ITK",1,1,0,2,0,""
"CDK18","CDK18",1,1,0,2,0,""
"ATP8B3","ATP8B3",1,1,0.0320855614973262,2618,2.9267275068443,"HMDB0009116, HMDB0009117, HMDB0009148, HMDB0009181, HMDB0009345, HMDB0009378, HMDB0011350, HMDB0011351, HMDB0011377, HMDB0011378, HMDB0011409, HMDB0011442, HMDB0008851, HMDB0008949, HMDB0011158, HMDB0011368, HMDB0008984, HMDB0008985, HMDB0009114, HMDB0011343, HMDB0011405, HMDB0011438, HMDB0009116, HMDB0009117, HMDB0009148, HMDB0009181, HMDB0009345, HMDB0009378, HMDB0011350, HMDB0011351, HMDB0011377, HMDB0011378, HMDB0011409, HMDB0011442, HMDB0007937, HMDB0008033, HMDB0008841, HMDB0008932, HMDB0008991, HMDB0009220, HMDB0009481, HMDB0007956, HMDB0007957, HMDB0008658, HMDB0008691, HMDB0009010, HMDB0009011, HMDB0009042, HMDB0009075, HMDB0009140, HMDB0009173, HMDB0009205, HMDB0009236, HMDB0009267, HMDB0009268, HMDB0009298, HMDB0009299, HMDB0009330, HMDB0009363, HMDB0009395, HMDB0009428, HMDB0009460, HMDB0009525, HMDB0009556, HMDB0009557, HMDB0009586, HMDB0009587, HMDB0009618, HMDB0009651, HMDB0009605, HMDB0009637, HMDB0009638, HMDB0009670, HMDB0009671, HMDB0009702, HMDB0007889, HMDB0007982, HMDB0007983, HMDB0008013, HMDB0008014, HMDB0008042, HMDB0008073, HMDB0008074, HMDB0008106, HMDB0008107, HMDB0008138, HMDB0008169, HMDB0008170, HMDB0008202, HMDB0008203, HMDB0008234, HMDB0008365, HMDB0008398, HMDB0008429, HMDB0008462, HMDB0008623"
"STK4","STK4",1,1,0,3,0,""
"RPS6KA5","RPS6KA5",1,1,0,4,0,""
"NEK8","NEK8",1,1,0,3,0,""
"BCKDK","BCKDK",1,1,0,3,0,""
"FES","FES",1,1,0,2,0,""
"MAP4K4","MAP4K4",1,1,0,3,0,""
"FER","FER",1,1,0,2,0,""
"STYK1","STYK1",1,1,0,2,0,""
"PRKX","PRKX",1,1,0,3,0,""
"LATS1","LATS1",1,1,0,3,0,""
"WNK2","WNK2",1,1,0,3,0,""
"MARK2","MARK2",1,1,0,3,0,""
"PGK2","PGK2",1,1,0,5,0,""
"NTRK1","NTRK1",1,1,0,1,0,""
"RIPK2","RIPK2",1,1,0,2,0,""
"ATP5H","ATP5H",1,1,0,4,0,""
"EPHB3","EPHB3",1,1,0,2,0,""
"PDK3","PDK3",1,1,0,3,0,""
"SRMS","SRMS",1,1,0,2,0,""
"KIT","KIT",1,1,0,7,0,""
"PLK1","PLK1",1,1,0,2,0,""
"ZAP70","ZAP70",1,1,0,2,0,""
"MAPK14","MAPK14",1,1,0,3,0,""
"STK17B","STK17B",1,1,0,2,0,""
"ROCK2","ROCK2",1,1,0.00078064012490242,1281,2.50718854956572,"HMDB0056293"
"ACVR2A","ACVR2A",1,1,0,4,0,""
"TRPM7","TRPM7",1,1,0,4,0,""
"INSR","INSR",1,1,0,2,0,""
"CDK11B","CDK11B",1,1,0,3,0,""
"AMHR2","AMHR2",1,1,0,4,0,""
"TSSK1B","TSSK1B",1,1,0,1,0,""
"DCLK2","DCLK2",1,1,0,2,0,""
"RET","RET",1,1,0,2,0,""
"MAPK6","MAPK6",1,1,0,3,0,""
"PGK1","PGK1",1,1,0,5,0,""
"STK17A","STK17A",1,1,0,2,0,""
"STK11","STK11",1,1,0,5,0,""
"PKN1","PKN1",1,1,0,2,0,""
"ATP5J2","ATP5J2",1,1,0,4,0,""
"MAPK10","MAPK10",1,1,0,3,0,""
"ATP1A2","ATP1A2",1,1,0,7,0,""
"MAPK8","MAPK8",1,1,0,3,0,""
"EPHB2","EPHB2",1,1,0,2,0,""
"LIMK1","LIMK1",1,1,0,2,0,""
"PSKH1","PSKH1",1,1,0,2,0,""
"IDI2","IDI2",1,1,0,3,0,""
"IDI1","IDI1",1,1,0,3,0,""
"AGPS","AGPS",1,1,0,10,0,""
"GNPAT","GNPAT",1,1,0,35,0,""
"CYP2E1","CYP2E1",0.170774555176381,1,0.037593984962406,133,3.00639442877175,"HMDB0013840, HMDB0015086, HMDB0000234, HMDB0013974, HMDB0013866"
"CYP4F11","CYP4F11",0.0178526565290714,0.722040775175776,0.1,10,2.51542713686358,"HMDB0001509, HMDB0001509"
"CYP3A43","CYP3A43",0.503723797994527,1,0.0196078431372549,51,2.27163246228885,"HMDB0000234"
"CYP1B1","CYP1B1",0.0135227531496614,0.590673857577211,0.0625,64,2.57978039484735,"HMDB0001389, HMDB0000234, HMDB0001830, HMDB0013866"
"CYP2D6","CYP2D6",0.000261129624457331,0.0209671727873092,0.0442176870748299,294,3.00639442877175,"HMDB0013840, HMDB0015169, HMDB0015086, HMDB0015202, HMDB0014440, HMDB0000234, HMDB0014995, HMDB0014426, HMDB0014440, HMDB0005016, HMDB0014440, HMDB0001922, HMDB0001830, HMDB0013866, HMDB0014708, HMDB0014708, HMDB0014708"
"CYP2C18","CYP2C18",0.00486918267606866,0.241688521921226,0.0634920634920635,63,3.00639442877175,"HMDB0013840, HMDB0000234, HMDB0014426, HMDB0013974"
"CYP4F12","CYP4F12",1,1,0,3,0,""
"CYP2F1","CYP2F1",0.503723797994527,1,0.0238095238095238,42,2.27163246228885,"HMDB0000234"
"CYP4X1","CYP4X1",0.373147062988058,1,0.024390243902439,41,2.27163246228885,"HMDB0000234"
"CYP2B6","CYP2B6",1.52661899802686e-05,0.00198460469743491,0.0538461538461538,130,3.00639442877175,"HMDB0013840, HMDB0015202, HMDB0000234, HMDB0014426, HMDB0013974, HMDB0013866, HMDB0014708, HMDB0014708, HMDB0014708"
"CYP3A5","CYP3A5",0.000819711636105592,0.0613099388100895,0.0432098765432099,162,2.86178004047527,"HMDB0000234, HMDB0014426, HMDB0014720, HMDB0001830, HMDB0013866, HMDB0015187, HMDB0015187, HMDB0013846, HMDB0013846"
"CYP1A1","CYP1A1",0.000137938365231092,0.0130283733648857,0.0666666666666667,105,2.57978039484735,"HMDB0001389, HMDB0000234, HMDB0013974, HMDB0001830, HMDB0014613, HMDB0013866, HMDB0014708, HMDB0014708, HMDB0014708"
